Nome;Pergunta;Resposta
Aprozide;De que maneira Aprozide deve ser administrado?;Aprozide 300 mg (300 mg de irbesartana e 12,5 mg de hidroclorotiazida) pode ser administrado em dose única diária a paciente cuja pressão arterial não é adequadamente controlada por monoterapia com 300mg de irbesartana. A administração pode ser feita concomitante ou não com alimentos.Aprozide 150 mg (150 mg de irbesartana e 12,5 mg de hidroclorotiazida) pode ser administrado a pacientes que não estiverem respondendo adequadamente ao uso isolado de hidroclorotiazida ou de 150 mg de irbesartana. Os pacientes que não se beneficiarem com Aprozide 150 mg podem passar ao Aprozide 300 mg. Doses maiores que 300 mg de irbesartana/25 mg de hidroclorotiazida não são recomendadas. Caso a pressão arterial não seja adequadamente controlada com Aprozide, pode-se associar outro medicamento anti-hipertensivo (p.ex. bloqueador beta-adrenérgico, bloqueador do canal de cálcio com ação prolongada).Pacientes com depleção de volume intravascular: em pacientes com depleção acentuada de volume e/ou sódio, tais como aqueles tratados com doses altas de diuréticos, deve-se corrigir essas condições antes de administrar o Aprozide.Pacientes idosos e pacientes com comprometimento renal ou hepático: geralmente não é necessária redução da posologia em idosos ou em pacientes com disfunção renal leve a moderada (depuração de creatinina > 30 ml/min).Entretanto, considerando a presença de hidroclorotiazida, não se recomenda o uso de Aprozide em pacientes com insuficiência renal grave (depuração de creatinina ≤ 30ml/min). Habitualmente não há necessidade de reduzir a dose em caso de comprometimento hepático leve ou moderado. Contudo, devido à presença de hidroclorotiazida, recomenda-se cautela no uso de Aprozide em pacientes com insuficiência hepática grave (Ver Precauções).Geralmente não é necessária a redução da posologia em pacientes com insuficiência hepática moderada. Devido à hidroclorotiazida, Aprozide deve ser utilizado com precaução em pacientes com insuficiência hepática severa. (ver itens Precauções -Comprometimento da função hepática e renal).Siga a orientação de seu médico, respeitando sempre os horários, as doses e a duração do tratamento. Aprozide pode ser administrado antes, durante ou após as refeições.Não interrompa o tratamento nem troque de medicação sem o conhecimento de seu médico, pois isto poderá prejudicar o tratamento de sua doença.
Aprozide;Quais são os possíveis efeitos colaterais associados a Aprozide?;Informe seu médico sobre o aparecimento de reações desagradáveis com o uso de Aprozide, em especial sintomas como náuseas, vômitos, diarréia, dispepsia (azia), tontura, disfunção sexual, alteração da libido, dor de cabeça, edema (inchaço), dor no peito, fadiga, dor muscular, distúrbios na micção, rubor, suor nas extremidades, taquicardia, fraqueza, racha e boca seca.
Aprozide;Existem situações em que o uso de Aprozide não é recomendado?;Alergia ou hipersensibilidade a qualquer componente do produto e a compostos derivados da sulfonamida. Em geral, reações de hipersensibilidade ocorrem com maior probabilidade em pacientes com história de alergia ou asma brônquica. Aprozide está contraindicado em pacientes com anúria.
Aradois H;O que Aradois H pretende tratar?;Indicado para tratar pressão alta e reduzir o risco de derrame cerebral ou infarto.
Aradois H;Qual é a posologia recomendada para Aradois H?;Tomar 1 comprimido, uma vez ao dia, ou segundo indicação do médico.
Aradois H;Existem reações adversas conhecidas de Aradois H?;Os efeitos adversos mais comuns são náusea, vômitos, cólicas, diarreia, prisão de ventre, dor de cabeça, fraqueza, tontura, cansaço excessivo, urticária, alteração do paladar, visão embaçada ou aumento da sensibilidade da pele ao sol.
Aradois H;Em que circunstâncias eu não deveria utilizar Aradois H?;Não deve ser usado por mulheres grávidas ou que estejam a amamentar, ou por pessoas com alergia a qualquer componente da fórmula. É contraindicado ainda em caso de doentes não estejam a urinar ou que sejam diabéticos e estejam a tomar um medicamento chamado alisquireno para reduzir a pressão arterial.
Aradois H;Qual é o mecanismo de ação de Aradois H?;Aradois H é a combinação de duas substâncias, a  losartana e a hidroclorotiazida, que agem em conjunto para diminuir a pressão alta e reduzir o risco de derrame cerebral ou ataque cardíaco.
Arcalion 200 mg;O que Arcalion 200 mg pretende tratar?;Arcalion 200 mg é indicado para o cansaço físico, psíquico e intelectual em adultos, e no tratamento e reabilitação de pacientes coronarianos.
Arcalion 200 mg;De que maneira Arcalion 200 mg deve ser administrado?;A dose recomendada de Arcalion 200 mg para adultos é de 2 a 3 cápsulas por dia, durante 4 semanas consecutivas, nunca excedendo os 6 meses consecutivos de tratamento.
Arcalion 200 mg;Quais os males que Arcalion 200 mg pode me causar?;Alguns dos efeitos colaterais de Arcalion 200 mg incluem tremor, mal-estar, dor de cabeça, agitação, alergia na pele e dificuldade na digestão.
Arcalion 200 mg;Quando não devo usar Arcalion 200 mg?;Arcalion 200 mg está contraindicado para crianças, pacientes com intolerância a açucares como lactose e para pacientes com alergia à Sulbutiamina ou a outros componentes da fórmula.
Arcalion 200 mg;Qual é o mecanismo de ação de Arcalion 200 mg?;Arcalion 200 mg é um medicamento que tem na sua composição Sulbutiamina, uma substância que atua no sistema nervoso central e neuromuscular e que age como fator natural de resistência física, de eficiência intelectual e de equilíbrio psíquico.
Arcoxia;O que Arcoxia pretende tratar?;Arcoxia é indicado para alívio da dor, dor causada por pós-operatório de cirurgia ortopédica, dental ou cirurgia ginecológica abdominal, e no tratamento da osteoartrite, artrite reumatoide ou espondilite anquilosante, em adultos.
Arcoxia;De que maneira Arcoxia deve ser administrado?;Tratamento da osteoartrite e para o alívio da dor crônica:
Arcoxia;Quais são os possíveis efeitos colaterais associados a Arcoxia?;Alguns dos efeitos colaterais de Arcoxia podem incluir inflamação e dor após extração dentária, fraqueza, cansaço extremo, tontura, dor de cabeça, resfriado, diarreia, gases, náusea, má digestão, dor ou desconforto no estômago, azia, alterações nos exames de sangue, inchaço nas pernas ou pés, aumento da pressão arterial, palpitações ou hematomas.
Arcoxia;Em que circunstâncias eu não deveria utilizar Arcoxia?;Arcoxia está contraindicado para pacientes com historial de doença ou problemas no coração, ataque cardíaco, cirurgia de revascularização, angina no peito, estreitamento ou bloqueio de artérias das extremidades do corpo ou derrame ou derrame transitório e para pacientes com alergia ao Etoricoxibe​ ou a outros componentes da fórmula.
Arcoxia;Quais são os processos biológicos desencadeados por Arcoxia?;Arcoxia é um medicamento que tem na sua composição Etoricoxibe, um composto que apresenta atividade anti-inflamatória, analgésica e antipirética.
Argix;Para que serve Argix?;Argix é um suplemento alimentar com Aspartato de Arginina, indicado para dietas pobres em proteína, para combater a fadiga cerebral e física e para ajudar na cicatrização de feridas, em adultos.
Argix;Qual é a posologia recomendada para Argix?;A dose recomenda para adultos é de 2 comprimidos de Argix 500 mg, 3 vezes por dia, de preferência juntamente com as refeições.
Argix;Quais são os possíveis efeitos colaterais associados a Argix?;Alguns dos efeitos colaterais de Argix podem incluir excesso de potássio no sangue, cólicas e inchaço abdominal, perda de peso, desforto no estômago, náusea, cólicas, aumento do número de evacuações, pressão baixa e alterações nos exames laboratoriais ao sangue.
Argix;Quais são as contraindicações para Argix?;Argix está contraindicado para mulheres grávidas ou amamentando, para crianças com menos de 12 anos de idade, e para com alergia à Arginina ou a outros componentes da fórmula.
Argix;Quais são os princípios do funcionamento de Argix?;Argix é um medicamento que tem na sua composição Aspartato de Arginina, um aminoácido que se encontra diretamente ligado com a síntese de proteínas.
Aricept;Em que situações médicas é recomendado o uso de Aricept?;Aricept é indicado para a doença de Alzheimer, no tratamento de sintomas de demência como perda crescente de memória, confusão e alterações no comportamento, em adultos.
Aricept;Quais são as orientações específicas para utilizar Aricept?;Geralmente, a dose inicial recomendada é de 5 mg, 1 comprimido de Aricept 5 mg ao deitar, durante 1 mês. Após o primeiro mês de tratamento, de acordo com indicação médica, a dose pode pode ser aumentada para 10 mg por dia, 1 comprimido de Aricept 10 mg ao deitar. A duração do tratamento deve ser indicada pelo seu médico e nunca deve ser excedida a dose máxima diária de 10 mg por dia.
Aricept;Existem reações adversas conhecidas de Aricept?;Alguns dos efeitos colaterais de Aricept podem incluir diarreia, sensação de mal-estar, dor de cabeça, cãibras musculares, cansaço, dificuldade em dormir, resfriado, perda de apetite, alucinações, sonhos invulgares incluindo pesadelos, agitação, comportamento agressivo, desmaio, tontura, sensação de desconforto no estômago, urticária na pele, coceira, incontinência urinária ou dor.
Aricept;Em que circunstâncias eu não deveria utilizar Aricept?;Aricept está contraindicado para crianças e adolescentes e para pacientes com alergia ao Cloridrato de Donepezilo ou a outros componentes da fórmula.
Aricept;Como Aricept atua no organismo para produzir seus efeitos?;Aricept é um medicamento que tem na sua composição Cloridrato de Donepezilo, um composto que pertence a um grupo de medicamentos designados por inibidores da acetilcolinesterase, responsáveis por aumentar os níveis de acetilcolina no cérebro. Sabe-se que na doença de Alzheimer ocorre a decomposição da Acetilcolina no cérebro, uma substância que se encontra relacionada com a memória. Assim, ao diminuir a decomposição da Acetilcolina, Aricept promove o tratamento dos sintomas de demência associados à doença de Alzheimer.
Aristab;Qual é a finalidade do medicamento Aristab?;Aristab é indicado no tratamento da esquizofrenia e de episódios associados ao transtorno bipolar do tipo I, em adultos.
Aristab;Como usar Aristab?;As doses recomendadas de Aristab devem apenas ser indicadas pelo médico, pois a dose recomendada depende do tipo de problema a tratar, da idade, sexo, raça e resposta individual de cada paciente ao tratamento.
Aristab;Quais são os riscos para a saúde relacionados ao uso de Aristab?;Alguns dos efeitos colaterais de de Aristab incluem náusea, vômito, prisão de ventre, dor de cabeça, tontura, agitação e dificuldade em estar parado, ansiedade, insônia, inquietação, sedação e tremores.
Aristab;Quais são as contraindicações para Aristab?;Aristab está contraindicado para mulheres que estejam amamentando, crianças e pacientes com alergia ao Aripiprazol ou a outros componentes da fórmula.
Aristab;Quais são os processos biológicos desencadeados por Aristab?;Aristab é um medicamento que tem na sua composição Aripiprazol, um composto eficaz no tratamento da esquizofrenia e transtorno bipolar, cujo o mecanismo de ação não se encontra totalmente esclarecido. Porém, acredita-se que Aripiprazol atua nos receptores no sistema nervoso central.
Arnica Weleda;O que Arnica Weleda pretende tratar?;A Arnica Weleda atua no tratamento auxiliar de contusões, fraturas, distensões, contraturas musculares, restrição aos movimentos, excessos musculares, no pós-operatório, na angina pectoris, infarto do miocárdio, apoplexia, concussão cerebral, esclerose múltipla, consequências imediatas e tardias de traumatismos, gota e reumatismo e consequências posteriores de traumas psíquicos.
Arnica Weleda;Como usar Arnica Weleda?;Arnica Weleda Solução oral:
Arnica Weleda;Quais são os possíveis efeitos colaterais associados a Arnica Weleda?;Ainda não são conhecidas a intensidade e frequência de efeitos colaterais.
Arnica Weleda;Existem situações em que o uso de Arnica Weleda não é recomendado?;A Arnica Weleda é contraindicada para pessoas com hipersensibilidade aos componentes da fórmula.
Arnica Weleda;Qual é o mecanismo de ação de Arnica Weleda?;A Arnica Weleda age em primeira linha através do estímulo das forças auto curativas do organismo e age como estimulante e harmonizador dos processos metabólicos e formativos para regeneração do organismo após lesões de órgãos ou tecidos, particularmente após insultos mecânicos e isquêmicos.
Arovit;Em que situações médicas é recomendado o uso de Arovit?;Arovit é indicado para casos de carência de Vitamina A, no tratamento e prevenção da cegueira noturna, ressecamento dos olhos, amolecimento da córnea, manchas de Bitot, ressecamento da pele e crescimento retardado, em adultos e crianças.
Arovit;Qual é a posologia recomendada para Arovit?;​Arovit Gotas
Arovit;Quais os males que Arovit pode me causar?;Alguns dos efeitos colaterais de Arovit podem incluir dor de cabeça, cansaço, tontura, vômito, aumento da pressão dentro do crânio, falta de disposição, excitação, alterações do sono, falta de apetite, náusea, sangramento nasal, alterações nos olhos, pele, lábios e boca, queda de cabelo, distúrbios menstruais ou dores nos ossos e juntas.
